id_documento,texto_extraido,categoria_calidad,razon_etiqueta,reason_etiqueta,categoria_cal_calidad
ANTIGRAVITY_214,"NOTICIA TECNOLOGICA\n\nLa adopcion de RAG locales y agentes ligeros crece en universidades y pymes durante 2026. Se prioriza privacidad, latencia baja y control de costos. Los stacks frecuentes incluyen FastAPI, Docker, Qdrant y servicios de observabilidad.\n\nEl texto describe tendencias, no proyectos. 1 de 2.",Ruido,"Es un fragmento informativo sobre tendencias, no una propuesta universitaria.",,
ANTIGRAVITY_215,TEMARIO DE CLASE\n\nVision computacional\n- preprocessing\n- filtros\n- deteccion de bordes\n- YOLO\n- CNN\n\nActividad: revisar el capitulo y contestar preguntas.\nLa pagina aparece cortada y el OCR dejó un 4/12 en medio.\n\nNo hay problema de investigación.,Ruido,Es material didáctico y no una propuesta de proyecto integrador.,,
ANTIGRAVITY_216,"NOTA INSTITUCIONAL\n\nLa facultad organizo una semana de innovación con drones, robots y paneles de datos.\nHubo conferencias, stands y fotografías del evento.\nNo se explican objetivos, metodologia ni resultados.\n\nEl texto parece un boletin y no una tesis.",Ruido,Es contenido institucional sin estructura académica.,,
ANTIGRAVITY_217,"Proyecto integrador\n\nSistema de RAG local para servicios escolares\nSe indexan reglamentos, circulares y calendarios con Qdrant. Un LLM cuantizado corre localmente y el backend se implementa en FastAPI.\n\nEl flujo incluye OCR, chunking, reranking y un filtro para evitar alucinaciones. Se propone evaluar con faithfulness, answer relevancy, recall@5 y latencia p95. Hay feedback del usuario, dashboard y logs con trazabilidad.\n\nEl documento tiene una linea rota: 'ver anexo 1' y un encabezado repetido. La arquitectura sí parece bastante seria.",Excelente,Describe un RAG local completo con evaluación y componentes actuales.,,
ANTIGRAVITY_218,"Proyecto final\n\nClasificacion de tickets con Transformer y FastAPI\nSe ajusta un encoder preentrenado para etiquetar solicitudes de soporte y becas. El servicio expone endpoints, guarda resultados en PostgreSQL y usa Redis para colas.\n\nSe incluyen F1 macro, precision, recall y versionado del modelo. El texto mezcla mayúsculas y minúsculas, además de una frase OCR: 'capitulo III' en medio del resumen.\n\nLa propuesta es coherente y actual.",Excelente,"Integra NLP moderno, API y un flujo operativo razonable.",,
ANTIGRAVITY_219,"TESIS\n\nDeteccion de defectos industriales con YOLOv8\nSe usa YOLO para reconocer piezas faltantes y soldaduras mal hechas. La camara captura imagenes y un servidor FastAPI recibe las predicciones.\n\nSe consideran mAP50, recall y FPS. El modelo se exporta a ONNX y se planea monitoreo de resultados. El documento trae un 'pagina 9 de 20' en medio del texto, pero el planteamiento se entiende.\n\nLa propuesta es aplicable y técnica.",Excelente,Es una solución de visión computacional bien aterrizada y moderna.,,
ANTIGRAVITY_220,"Proyecto integrador\n\nPrediccion de desercion con modelo secuencial\nSe toman historiales academicos y actividad en LMS para entrenar un Transformer ligero. El backend se publica con FastAPI y la base de datos en PostgreSQL.\n\nLa propuesta incluye validacion cruzada, AUC, recall por clase y monitoreo de drift. El texto tiene saltos de linea extraños y un '2. 3. 4.' mezclado con los resultados.\n\nSe nota una intención seria y actual.",Excelente,"Combina ML, API y MLOps con buena consistencia.",,
ANTIGRAVITY_221,"Trabajo recepcional\n\nAgenda de citas para consultorio dental\nSistema construido en PHP con MySQL. Registra pacientes, citas y recordatorios.\n\nLa descripción es breve y casi no habla de pruebas ni seguridad. Hay frases repetidas y un número de página pegado al texto.\n\nEs una implementación correcta pero simple.",Regular,Sistema funcional con documentación pobre y enfoque tradicional.,,
ANTIGRAVITY_222,"Proyecto final\n\nInventario para tienda de repuestos\nDesarrollado en Java Swing y MariaDB. Maneja productos, entradas y salidas.\n\nEl texto carece de arquitectura detallada, y casi no explica manejo de errores ni validaciones. OCR dejó una linea partida con 'capitulo II'.\n\nLa propuesta es util pero poco profunda.",Regular,Sistema clásico con poca descripción técnica.,,
ANTIGRAVITY_223,"Proyecto recepcional\n\nControl de tutorias academicas\nHecho con Flask y SQLite. Guarda estudiantes, sesiones y observaciones.\n\nNo se aclaran roles, despliegue ni pruebas. El documento parece un borrador con errores de redacción y secciones repetidas.\n\nEs una solución básica y entendible.",Regular,Proyecto simple con documentación limitada.,,
ANTIGRAVITY_224,"Proyecto integrador\n\nSistema de prestamos bibliotecarios\nVisual Basic y Access para registrar libros, socios y multas.\n\nLa propuesta es corta, con capturas y poco más. No hay API, pruebas ni diseño modular. Se observa OCR defectuoso y una nota de pagina en medio.\n\nEs un prototipo escolar tradicional.",Regular,"Desarrollo clásico, con baja complejidad y poca modernización.",,
ANTIGRAVITY_225,"Proyecto final\n\nRiego automatizado con sensores IoT\nESP32, sensores de humedad y una web simple para ver datos.\n\nEl documento menciona MQTT y alertas, pero sin explicar su implementación ni validación. Hay frases cortadas y un 'pagina 5' dentro del parrafo.\n\nLa idea es util pero la documentacion es superficial.",Regular,Proyecto IoT viable pero con poca profundidad técnica.,,
ANTIGRAVITY_226,"Propuesta\n\nSistema de ventas para papeleria\nPHP, MySQL y HTML para registrar productos, clientes y facturas.\n\nEl texto es repetitivo, con errores de acentuacion y una explicación general sin arquitectura clara. No se detallan pruebas ni despliegue.\n\nFunciona, pero no destaca.",Regular,"Sistema tradicional y funcional, con documentación débil.",,
ANTIGRAVITY_227,"TESIS\n\nAsistente omnisciente para campus inteligente con IA cuántica\nLa solución integra blockchain, agentes, metaverso y predicción total para resolver cualquier proceso.\n\nNo hay módulos, ni datos, ni métricas. El documento usa muchas palabras de moda y un OCR que dejó 'ver resultados 2. 3. 4.' dentro del objetivo.\n\nLa propuesta no es creíble.",Mal hecho,Ideas irreales y buzzwords sin estructura técnica.,,
ANTIGRAVITY_228,"Proyecto integrador\n\nPlataforma hiperautomatizada de soporte estudiantil\nSe promete clasificar, responder, predecir y optimizar todo en una sola app con nube cognitiva y agentes autónomos.\n\nNo se define flujo de trabajo ni stack real. Hay mayusculas aleatorias, frases sin sentido y una redaccion que parece un collage de marketing.\n\nLa calidad es muy baja.",Mal hecho,Keyword stuffing sin definición técnica ni viabilidad.,,
ANTIGRAVITY_229,"Proyecto final\n\nClasificador neural de quejas\nEl sistema aprende solo y genera etiquetas sin dataset ni supervisión. Se menciona embeddings, analytics y un motor predictivo cuántico.\n\nNo se explican datos, validación ni métricas. El OCR metió una línea 'pagina 3 de 14' en medio del resumen.\n\nEs una propuesta confusa e inviable.",Mal hecho,Conceptos vacíos y ausencia total de metodología.,,
ANTIGRAVITY_230,"NOTICIA TECNOLOGICA\n\nEn 2026 se observa mas uso de LLM locales y agentes ligeros en universidades, con FastAPI, Docker y Qdrant como stack frecuente. El enfoque se orienta a privacidad, latencia baja y control del costo.\n\nEl texto solo resume tendencias y no plantea un proyecto académico. 1 de 2.",Ruido,"Es una nota tecnológica breve, no una propuesta universitaria.",,
ANTIGRAVITY_231,"TEMARIO\n\nUnidad 7: modelos de vision\n- CNN\n- augmentation\n- YOLO\n- métricas\n- despliegue\n\nActividad: leer y resolver ejercicios.\nLa pagina aparece cortada y el OCR dejó un 6/11 en medio.\n\nNo es un proyecto, solo material de clase.",Ruido,Es material didáctico sin estructura de investigación.,,
ANTIGRAVITY_232,"BOLETIN INSTITUCIONAL\n\nLa escuela organizo una feria de innovacion con robots, drones y paneles de datos.\nHubo stands, conferencias y convenio con empresas de cloud.\nNo se muestran objetivos ni resultados.\n\nParece una nota interna más que una tesis.",Ruido,"Es un boletín del evento, no una propuesta de proyecto.",,
ANTIGRAVITY_233,"Proyecto integrador\n\nSistema local de consultas con RAG y feedback\nLos documentos institucionales se procesan con OCR, luego se indexan en una base vectorial. FastAPI sirve consultas a un LLM cuantizado que responde con citas.\n\nSe mide faithfulness, answer relevancy y recall@5. El texto incluye saltos raros y una frase 'pagina 4 de 9'. Se propone dashboard, logs y reindexacion cuando cambian los reglamentos.\n\nLa propuesta es bastante robusta.",Excelente,"Presenta un RAG local bien armado, con métricas y mantenimiento.",,
ANTIGRAVITY_234,"Proyecto final\n\nClasificacion de incidencias con Transformer\nSe ajusta un encoder multilingue para tickets y solicitudes. El servicio usa FastAPI, PostgreSQL y Redis.\n\nLa metodología menciona validacion cruzada, F1 macro, precision y recall. El texto tiene una mezcla de mayusculas y un 'capitulo IV' incrustado por OCR.\n\nLa solución es clara y actual.",Excelente,"Integra NLP moderno, API y métricas adecuadas.",,
ANTIGRAVITY_235,"TESIS\n\nDeteccion de defectos visuales con YOLOv8\nSe inspeccionan piezas electrónicas en una linea de montaje. El modelo detecta ausencias, desalineaciones y soldaduras malas.\n\nLa solución expone una API FastAPI, usa ONNX y registra FPS, mAP50 y precision. Hay una nota OCR en medio: 'ver anexo 3'.\n\nLa propuesta es técnica y realista.",Excelente,Es una solución de visión moderna con componentes y métricas bien definidos.,,
ANTIGRAVITY_236,"Proyecto integrador\n\nPrediccion de desercion con modelo secuencial\nSe usan historiales academicos, asistencia y actividad en plataforma. El sistema se despliega con FastAPI y se guarda en PostgreSQL.\n\nSe plantean AUC, recall de riesgo y monitoreo de drift. El documento trae cortes raros, como si el PDF estuviera mal extraído, pero el flujo general se entiende.\n\nEl enfoque es sólido y aplicable.",Excelente,"Combina aprendizaje profundo, servicio web y MLOps de forma coherente.",,
ANTIGRAVITY_237,"Trabajo recepcional\n\nSistema de citas para laboratorio dental\nConstruido con PHP y MySQL. Maneja pacientes, horarios y recordatorios.\n\nLa explicación es corta y no entra en seguridad, pruebas ni arquitectura. Se ve una tabla incompleta y un numero de pagina en mitad del texto.\n\nEs correcto, pero bastante básico.",Regular,Sistema funcional pero con escasa profundidad técnica.,,
ANTIGRAVITY_238,"Proyecto final\n\nInventario de tienda de refacciones\nJava Swing con MariaDB para productos, entradas y salidas.\n\nLa redaccion es vaga y repite ideas sobre facilidad de uso. No se mencionan APIs, despliegue ni automatización. Hay un párrafo con OCR defectuoso y un 'capitulo I' incrustado.\n\nLa propuesta es tradicional y simple.",Regular,Proyecto clásico con documentación limitada.,,
ANTIGRAVITY_239,"Proyecto recepcional\n\nTutorias academicas en Flask\nSistema sencillo para registrar estudiantes, sesiones y observaciones.\n\nNo se definen roles ni métricas. El documento es breve, con saltos de linea raros y errores de ortografía.\n\nEs una propuesta funcional, pero de alcance bajo.",Regular,Proyecto básico con poca complejidad y documentación corta.,,
ANTIGRAVITY_240,"Proyecto integrador\n\nPrestamos bibliotecarios en Access\nVisual Basic y Access para libros, socios y multas.\n\nEl contenido parece un borrador de clase y no una tesis. Faltan pruebas, diseño modular y explicación de decisiones.\n\nEs un prototipo tradicional y antiguo.",Regular,Sistema tradicional con baja calidad documental.,,
ANTIGRAVITY_241,Proyecto final\n\nRiego automatizado con sensores\nESP32 y sensores de humedad para activar una bomba y mostrar datos en una web.\n\nEl texto menciona MQTT pero no lo desarrolla. Hay un 'pagina 2 de 7' incrustado y frases cortadas por OCR.\n\nLa solución es útil pero superficial.,Regular,"Proyecto IoT viable, pero con escasa profundidad técnica.",,
ANTIGRAVITY_242,"Propuesta\n\nVentas para papeleria\nPHP, MySQL y HTML para registrar productos, clientes y facturas.\n\nLa redaccion es repetitiva, con faltas de ortografia y sin arquitectura clara. No hay pruebas ni despliegue.\n\nFunciona, pero no sobresale.",Regular,"Sistema simple y tradicional, con documentación pobre.",,
ANTIGRAVITY_243,"TESIS\n\nAsistente total con IA cuántica y blockchain\nEl sistema promete automatizar todo, responder todo y predecir todo.\n\nNo hay arquitectura, datos, métricas ni casos de prueba. El texto suena a marketing puro y contiene 'ver resultados 2. 3. 4.' en medio de la descripción.\n\nLa propuesta no es creíble.",Mal hecho,Uso de buzzwords sin viabilidad ni definición técnica.,,
ANTIGRAVITY_244,"Proyecto integrador\n\nPlataforma 5.0 para campus hiperinteligente\nSe mezclan agentes, metaverso, edge y analitica en una sola app sin explicar nada.\n\nEl documento no define usuarios, módulos ni stack. Hay mayúsculas random y frases vacías como 'sinergia disruptiva'.\n\nLa propuesta es demasiado vaga.",Mal hecho,Keyword stuffing y falta total de especificación técnica.,,
ANTIGRAVITY_245,"Proyecto final\n\nClasificador autónomo de quejas\nEl sistema aprende solo, decide solo y mejora solo.\n\nNo hay dataset, métricas ni validación. Se menciona un motor neural cuántico y una nube cognitiva sin contexto.\n\nLa redacción es confusa y poco profesional.",Mal hecho,Conceptos vacíos y ausencia de metodología.,,
ANTIGRAVITY_246,"NOTICIA TECNOLOGICA\n\nCrece el uso de RAG local, agentes ligeros y FastAPI en 2026. El motivo principal es la privacidad y la reducción de latencia.\n\nEl texto solo resume tendencias generales y no corresponde a un proyecto de investigación.\n\n1 de 2.",Ruido,"Es un resumen de tendencias, no una propuesta universitaria.",,
ANTIGRAVITY_247,TEMARIO\n\nUnidad 8: entrenamiento de modelos\n- datasets\n- validacion\n- precision\n- recall\n- despliegue\n\nPractica: entregar un resumen.\nLa pagina está cortada y el OCR dejó un número en el medio.\n\nEs material de clase.,Ruido,"Es un temario académico, no una propuesta de proyecto.",,
ANTIGRAVITY_248,"BOLETIN INSTITUCIONAL\n\nLa facultad presentó prototipos de robots, drones y dashboards en una semana de innovación.\nHubo conferencias y convenios, pero no metodología ni resultados.\n\nSe trata de una nota informativa, no de una tesis.",Ruido,Es contenido institucional sin estructura de proyecto.,,
ANTIGRAVITY_249,"Proyecto integrador\n\nRAG local para documentos institucionales\nSe indexan reglamentos y circulares en Qdrant. Un LLM cuantizado, servido con FastAPI, responde consultas con citas y fragmentos de respaldo.\n\nLa solución contempla OCR, chunking, reranking, logs y monitoreo con métricas de faithfulness, recall@5 y latencia p95. El texto tiene una nota OCR: 'capitulo 2' y un salto raro en medio del párrafo.\n\nLa arquitectura es moderna y bastante clara.",Excelente,Describe un RAG local completo con componentes y métricas actuales.,,
ANTIGRAVITY_250,"Proyecto final\n\nClasificacion de tickets con Transformer\nSe usa un encoder preentrenado para categorizar incidencias. FastAPI expone el servicio y PostgreSQL guarda los resultados.\n\nLa propuesta habla de F1 macro, precision y recall, además de versionado del modelo y reentrenamiento. Hay una línea pegada que dice 'pagina 8 de 13'.\n\nEs una solución sólida y actual.",Excelente,"Integra NLP moderno, API y mantenimiento operativo.",,
ANTIGRAVITY_251,"UNIVERSIDAD TECNICA\nProyecto integrador\n\nTitulo: RAG local para reglamentos academicos\nEl obgetivo es construir un asistente offline que responda preguntas sobre becas, calendario y procesos de titulacion usando PDFs institucionales. La arquitectura propone FastAPI como capa de servicios, un LLM cuantizado servido localmente y Qdrant para busqueda vectorial. Se incluye OCR para documentos escaneados, chunking con overlap, reranking y una capa de seguridad para evitar respuestas fuera de contexto.\n\nLa evaluacion contempla faithfulness, answer relevancy, recall@5 y latencia p95. Tambien se plantea monitoreo con Prometheus y trazas en OpenTelemetry. El frontend sera en React con historial de consultas, feedback y reporte de errores.\nSe menciona Docker Compose, GitHub Actions y pruebas con 40 preguntas reales.\n\nPagina 1 de 6.",Excelente,"Integra RAG local, FastAPI, LLM cuantizado y métricas actuales con una estructura técnica sólida.",,
ANTIGRAVITY_252,"TESIS\n\nClasificacion de tickets de soporte con Transformer\nSe usa un encoder multilingue preentrenado para etiquetar incidencias de biblioteca, laboratorio y soporte. El backend expone endpoints en FastAPI y almacena datos en PostgreSQL con Redis para colas async.\n\nLa propuesta incluye limpieza de texto, tokenizacion, validacion cruzada estratificada, F1 macro y matriz de confusion. El despliegue se haria con Docker y monitoreo basico de errores.\nEl pdf trae algunas lineas cortadas y un encabezado repetido 'capitulo IV', pero se entiende que el feedback del usuario servira para reentrenamiento periodico.\n\nLa redaccion mezcla minúsculas y MAYUSCULAS sin criterio.\n\n2. 3. 4.",Excelente,"Usa Transformer, FastAPI y prácticas de evaluación y despliegue coherentes y actuales.",,
ANTIGRAVITY_253,"Proyecto final de ingenieria\n\nDeteccion de defectos visuales en placas electronicas\nSe plantea usar YOLOv8 y OpenCV para inspeccion en una linea de produccion. La camara captura imagenes en tiempo real y el modelo identifica soldaduras frias, componentes faltantes y cortos visibles.\n\nLa solucion se exporta a ONNX para ejecutarse en una mini PC con GPU ligera. Se reportan precision, recall, mAP50 y FPS. Existe un modulo de alertas que envia eventos a un dashboard web con FastAPI.\nSe menciona un conjunto de datos etiquetado manualmente y augmentations de brillo, rotacion y blur. El texto presenta una nota OCR: 'pagina 7 de 18'.\n\nLa propuesta suena bastante moderna y viable.",Excelente,"Combina visión computacional moderna, YOLO y despliegue edge con métricas técnicas adecuadas.",,
ANTIGRAVITY_254,"PROYECTO INTEGRADOR\n\nAsistente academico local con LLM cuantizado\nEl sistema permite subir PDFs de reglamentos, rubricas y guias de titulacion. Se propone usar un modelo cuantizado local, LlamaIndex para retrieval y Qdrant como base vectorial. El flujo contempla OCR, limpieza de texto, chunking semantico y reranking.\n\nLa interfaz web muestra respuestas con citas y un score de similitud. Se agregan guardrails para preguntas ambiguas y logs de conversaciones para analisis.\nLa evaluacion considera faithfulness, answer relevancy y tiempo de respuesta. El backend corre con FastAPI y el despliegue sera reproducible con Docker Compose.\n\nHay saltos raros de PDF y una nota repetida: 'ver anexo 2'.",Excelente,"Presenta una implementación actual de RAG local con componentes, evaluación y despliegue bien definidos.",,
ANTIGRAVITY_255,"Trabajo recepcional\n\nPrediccion de desercion estudiantil con transformer y datos historicos\nSe propone entrenar un modelo secuencial con variables de asistencia, promedio, beca y actividad en LMS. El backend expone una API en FastAPI y los resultados se almacenan en PostgreSQL. Se agregan tareas en cola para reentrenamiento y un tablero con métricas.\n\nLa solución incluye balanceo de clases, normalizacion y validacion cruzada. Se reportara AUC, recall de la clase de riesgo y tiempo de inferencia. El texto habla de módulos que quedaron entrecortados por OCR, pero deja ver una arquitectura ligera de microservicios.\n\nSe contempla versionado de modelos y monitoreo de drift con alertas.",Excelente,"Es una propuesta sólida de ML aplicado con arquitectura moderna, métricas y MLOps.",,
ANTIGRAVITY_256,"UNIVERSIDAD TECNICA\nProyecto integrador\n\nSistema de inventario para papeleria\nSe desarrollo en PHP, HTML y MySQL. El sistema registra entradas y salidas, proveedores, usuarios y reportes mensuales en PDF. La idea es util para un almacén pequeño, pero el documento se queda en una descripcion general y no explica reglas de negocio ni casos de error.\n\nHay capturas de pantalla repetidas, tablas sencillas y un apartado de pruebas con 3 ejemplos manuales.\nLa redaccion tiene fallas de acentuacion y un parrafo arranca con 'Capitulo III' en medio del texto.\n\nNo se usa API, ni contenedores, ni automatización de despliegue.",Regular,"Es un sistema tradicional y funcional, pero con escaso detalle técnico y sin modernización.",,
ANTIGRAVITY_257,"TESIS\n\nControl de prestamos bibliotecarios\nAplicacion de escritorio en Java Swing con base de datos MariaDB. Permite registrar libros, socios, prestamos, devoluciones y sanciones.\n\nEl documento menciona validacion de formularios y reportes simples, pero no detalla arquitectura por capas ni pruebas automatizadas. La redaccion repite varias veces la palabra 'moderno' sin justificarlo. Hay una pagina insertada a mitad de un parrafo y un cuadro de texto con OCR defectuoso.\n\nSe observa un enfoque correcto, aunque muy basico para una tesis actual.",Regular,"Proyecto clásico y correcto, pero limitado en arquitectura, pruebas y profundidad.",,
ANTIGRAVITY_258,"Proyecto final\n\nApp movil para reservas de canchas deportivas\nSe usa Flutter para el frontend y Firebase para autenticacion, almacenamiento y notificaciones push. El sistema permite crear usuarios, reservar horarios y cancelar citas.\n\nEl texto dice que habra un panel de administracion, pero no describe API, seguridad ni pruebas de carga. Se incluyen frases sueltas como 'ver diagrama 4' y 'pagina 12' sin contexto.\nLa idea es clara, aunque el documento no profundiza en escalabilidad ni en analitica.\n\nEl pdf parece extraido con OCR y mezcla minúsculas y MAYUSCULAS.",Regular,"Solución válida pero sencilla, con poca documentación técnica y alcance moderado.",,
ANTIGRAVITY_259,"TRABAJO RECEPCIONAL\n\nSistema de asistencia para un laboratorio escolar\nSe implementa con Python, SQLite y una interfaz web sencilla. El alumno registra entradas, salidas y tardanzas; tambien genera un reporte semanal.\n\nEl texto carece de detalles sobre autenticacion, roles o seguridad de datos. Hay errores de ortografia como 'obgeto' y 'implemetacion'. Se repiten varias ideas en los mismos parrafos, y una nota de pagina aparece en medio: '3 de 9'.\n\nAunque cumple el objetivo minimo, la propuesta no muestra componentes avanzados ni evaluacion seria.",Regular,"Es un desarrollo funcional pero muy básico, con redacción vaga y poca profundidad.",,
ANTIGRAVITY_260,"Proyecto integrador\n\nGestor de citas para clinica veterinaria\nEl sistema fue hecho con Django, plantillas HTML y SQLite. Incluye registro de mascotas, recordatorios de vacunas y agenda de consultas.\n\nEl documento presenta flujos simples y un par de capturas de pantalla. No hay pruebas automatizadas, ni despliegue, ni analisis de rendimiento. Las frases estan cortadas por saltos raros y se observan mayusculas intercaladas en el mismo renglón.\n\nLa propuesta es útil, pero se queda en un prototipo clasico.",Regular,Es un sistema convencional con implementación simple y sin elementos modernos.,,
ANTIGRAVITY_261,"Proyecto final\n\nSistema web para control de inventario en un taller mecanico\nSe usa PHP y MySQL. Permite agregar refacciones, consultar stock y generar alertas cuando el nivel es bajo.\n\nLa documentacion es breve y el diagrama de base de datos se menciona, pero no se explica. Hay secciones repetidas y el texto parece extraido de un PDF con OCR defectuoso. 2. 3. 4.\nNo existe API, ni pruebas unitarias, ni separación por capas.\n\nEl alcance es util pero pobremente descrito.",Regular,"Es un sistema tradicional y utilitario, pero con baja calidad de documentación.",,
ANTIGRAVITY_262,"TESIS\n\nPlataforma de monitoreo agricola con IoT\nSe conectan sensores de humedad, temperatura y luminosidad con un ESP32. Los datos se envian por MQTT a una base de datos y luego se visualizan en un dashboard.\n\nEl texto menciona riego automatico, alertas por Telegram y almacenamiento historico, pero no se describen intervalos de muestreo ni pruebas de campo. Hay una linea que dice 'ver fig. 2' en medio del parrafo. Aun asi, la idea se entiende y el sistema parece viable para una parcela pequeña.",Regular,"Tiene una base técnica válida, pero la documentación es incompleta y poco rigurosa.",,
ANTIGRAVITY_263,"PROYECTO INTEGRADOR\n\nSistema de recomendaciones con embeddings\nSe plantea un buscador semantico para videos educativos usando Sentence Transformers y una base vectorial. La capa de servicio se publica con FastAPI y se integra una interfaz simple en React.\n\nLa propuesta incluye filtrado por tema, score de similitud, logging de interacciones y un modulo de retroalimentacion para mejorar ranking. Se menciona A/B testing y metricas como nDCG, MRR y tasa de clics. El PDF trae saltos de linea irregulares y una cabecera repetida 'Capitulo IV'.\n\nEl documento es entendible, pero los detalles de entrenamiento son limitados.",Excelente,"Integra búsqueda semántica, métricas de recomendación y arquitectura web actual.",,
ANTIGRAVITY_264,"Tesis de software\n\nClasificacion automatica de correos institucionales\nSe usa un modelo Transformer multilingüe para etiquetar mensajes como becas, servicios, pagos y soporte técnico. El backend expone endpoints con FastAPI y se guarda el historial en PostgreSQL.\n\nSe aplican limpieza de texto, normalizacion de acentos y validacion cruzada. Se reportan F1 macro, precision y recall por clase. Hay una nota de OCR que mezcla mayusculas y dice 'pagina 8/21' dentro del resumen.\n\nEl proyecto tambien contempla reentrenamiento semestral y monitoreo de drift.",Excelente,Es una propuesta actual de NLP aplicada con evaluación y mantenimiento modelo.,,
ANTIGRAVITY_265,"Proyecto final\n\nDeteccion de caidas en adultos mayores con vision computacional\nSe propone usar YOLOv8 para deteccion de postura y un clasificador temporal para validar eventos. La camara se instala en un hogar y el sistema genera alertas a una app movíl.\n\nLa arquitectura contempla FastAPI, streaming de video, almacenamiento de eventos y panel de monitoreo. Se mencionan precision, recall, falso positivo y latencia. El texto tiene una mezcla extraña de letras mayusculas y minusculas, como si el OCR hubiera fallado.\n\nLa solucion es realista y orientada a impacto social.",Excelente,"Combina visión computacional, alertas y despliegue con un caso de uso sólido.",,
ANTIGRAVITY_266,"TRABAJO RECEPCIONAL\n\nAnalisis de sentimiento para encuestas estudiantiles\nSe entrena un modelo de texto con un encoder preentrenado y se expone con FastAPI. Los resultados se muestran en un dashboard con graficas de barras y series temporales.\n\nEl documento menciona F1 macro, matriz de confusion y pruebas con datos anonimizados. Hay cortes extraños: '2. 3. 4. resultados' dentro del texto. Tambien se plantea guardar feedback para correccion manual.\n\nA pesar del OCR sucio, la estructura técnica es clara.",Excelente,"Presenta un pipeline NLP actual con métricas, API y visualización de resultados.",,
ANTIGRAVITY_267,"Proyecto integrador\n\nSistema de apoyo para diagnostico de plantas\nSe usan imagenes tomadas con celular y una CNN ligera para detectar plagas y manchas foliares. El backend corre con FastAPI y se despliega en Docker.\n\nEl texto habla de augmentations, validacion por lotes y reporte de precision por clase. La propuesta incluye exportacion a ONNX y un modulo de retroalimentacion del usuario. Un encabezado mal colocado interrumpe el parrafo: 'Anexo B'.\n\nLa idea es moderna y aplicable a extension agricola.",Excelente,Usa visión computacional y despliegue ligero con componentes contemporáneos.,,
ANTIGRAVITY_268,"Proyecto\n\nSistema de compras para una papeleria\nSe hace en Visual Basic y Access. Permite capturar proveedores, pedidos y facturas, pero el documento no indica como maneja errores o respaldos.\n\nLa redaccion es confusa, con frases repetidas y una pagina suelta que dice '1 de 5'. El sistema parece funcionar, aunque no hay evidencia de pruebas ni de diseño por capas.\n\nLa propuesta resuelve una necesidad pequeña, sin mucha complejidad.",Regular,"Sistema clásico y poco documentado, con alcance limitado.",,
ANTIGRAVITY_269,"TESIS\n\nGestor de citas odontologicas\nAplicacion web en PHP con MySQL y Bootstrap. Se administra agenda, historiales basicos y recordatorios por correo.\n\nEl documento menciona login y reportes, pero no explica permisos de usuario ni seguridad. Hay fallas de OCR, por ejemplo 'clase de usuario' aparece partido en dos lineas. La propuesta es funcional, aunque muy parecida a otros proyectos escolares.\n\nNo hay API ni automatizacion de despliegue.",Regular,"Es una solución convencional, útil pero sin innovación ni detalle técnico.",,
ANTIGRAVITY_270,"Proyecto final\n\nMonitoreo de parque vehicular con GPS\nSe usa una interfaz web simple y una base de datos relacional. Los vehiculos envian coordenadas cada cierto tiempo y el sistema muestra su posicion en un mapa.\n\nLa documentacion es escasa y no define si usa MQTT, REST o algun protocolo. Aparecen notas sueltas como 'pagina 6' y 'revisar figura'. El flujo general se entiende, pero falta profundidad sobre rendimiento y seguridad.\n\nEs un prototipo correcto y basico.",Regular,Tiene funcionalidad clara pero documentación y arquitectura limitadas.,,
ANTIGRAVITY_271,"Proyecto recepcional\n\nSistema de registro de tutorias academicas\nSe implementa en Python con Flask, SQLite y formularios web simples. Permite registrar asesorias, observaciones y seguimiento.\n\nFaltan roles, autenticacion robusta y pruebas. El PDF extraido presenta palabras repetidas y números de pagina en mitad de la descripcion. La redaccion es clara solo a ratos y no hay evidencia de despliegue.\n\nEs una idea util, pero de complejidad baja.",Regular,Proyecto básico con implementación simple y poca profundidad metodológica.,,
ANTIGRAVITY_272,"Proyecto integrador\n\nSistema de prestamos bibliotecarios\nHecho en Visual Basic con Access. Maneja libros, socios, multas y devoluciones.\n\nLa documentacion es corta y no define bien los casos de uso. Se observan errores como 'aplciacion' y 'reporte de prueba'. El sistema es funcional, pero se queda en el nivel de un prototipo escolar antiguo.\n\nNo hay API, no hay pruebas ni arquitectura modular.",Regular,"Es un desarrollo clásico, correcto pero anticuado y poco detallado.",,
ANTIGRAVITY_273,"Proyecto final\n\nPlataforma de riego inteligente\nSe usan sensores de humedad conectados a un ESP32 y una interfaz web para ver datos en tiempo real.\n\nEl texto menciona MQTT, grafica historica y activacion de bomba por umbral. Sin embargo, no se explican intervalos de lectura, calibracion ni prueba de campo. Hay palabras pegadas por OCR y un parrafo que inicia con 'pagina 10'.\n\nEl planteamiento es simple pero util.",Regular,Es un proyecto IoT básico con alcance limitado y documentación parcial.,,
ANTIGRAVITY_274,"Propuesta\n\nSistema de compras y facturacion para papeleria\nPHP, MySQL y HTML. Se registran clientes, productos y ventas, con reportes mensuales.\n\nEl documento tiene varias repeticiones, faltas de acento y desorden en subtitulos. No se definen pruebas ni se muestra una separacion clara por capas. La solución parece sacada de un taller escolar y no de un desarrollo avanzado.\n\nFunciona, pero no destaca.",Regular,Sistema tradicional sin innovación ni soporte técnico profundo.,,
